title	T3s	C3s	A3s	G3s	CAI	CBI	Fop	Nc	GC3s	GC	L_sym	L_aa	Gravy	Aromo
Psal_012083	0.2481	0.4211	0.2411	0.2828	0.189	0.149	0.486	54.78	0.583	0.51	144	149	0.121476	0.114094
Psal_012084	0.2374	0.3453	0.2542	0.3519	0.147	0.042	0.416	56.12	0.577	0.524	149	164	0.487195	0.146341
Psal_012085	0.3246	0.4107	0.2258	0.2346	0.222	0.104	0.466	55.19	0.534	0.516	1083	1122	0.131818	0.075758
Psal_012086	0.2913	0.4066	0.2252	0.314	0.219	0.099	0.468	56.94	0.574	0.513	1195	1265	-0.165375	0.101186
Psal_012087	0.2973	0.3694	0.2865	0.2568	0.2	0.032	0.436	58.89	0.516	0.525	250	258	-0.022093	0.081395
Psal_012088	0.275	0.4	0.2483	0.2672	0.193	0.048	0.429	57.91	0.555	0.503	357	371	0.318598	0.09973
Psal_012090	0.3244	0.398	0.2132	0.246	0.236	0.082	0.457	54.35	0.537	0.498	335	350	0.492571	0.12
Psal_012091	0.3238	0.4057	0.2614	0.2389	0.234	0.067	0.451	60.7	0.519	0.51	295	310	-0.080323	0.064516
Psal_012092	0.287	0.426	0.2461	0.3107	0.264	0.085	0.479	58.4	0.575	0.509	261	271	-0.323616	0.118081
Psal_012093	0.3228	0.3723	0.2688	0.2705	0.217	0.011	0.427	59.01	0.516	0.516	581	608	-0.317928	0.106908
Psal_012094	0.2951	0.3993	0.2125	0.3562	0.238	0	0.43	57.04	0.594	0.542	377	387	-0.724289	0.062016
Psal_012095	0.3018	0.3479	0.2459	0.3079	0.194	-0.009	0.406	59.11	0.536	0.512	985	1009	-0.017939	0.087215
Psal_012097	0.3193	0.3756	0.2532	0.2535	0.211	0.062	0.441	57.86	0.517	0.499	1545	1602	0.08995	0.091136
Psal_012098	0.3521	0.2723	0.3056	0.3713	0.198	-0.018	0.412	58.96	0.48	0.476	250	266	-0.245865	0.116541
Psal_012099	0.3403	0.3468	0.2564	0.3027	0.232	0.082	0.464	57.99	0.515	0.511	932	972	-0.370268	0.073045
Psal_012100	0.2924	0.3821	0.2311	0.2809	0.246	0.133	0.485	59.31	0.548	0.51	330	350	0.513714	0.12
Psal_012101	0.2656	0.2905	0.2705	0.3562	0.169	-0.005	0.417	59.9	0.541	0.556	283	295	-0.672203	0.033898
Psal_012102	0.3155	0.4282	0.2105	0.2135	0.242	0.129	0.509	54.83	0.549	0.529	381	392	-0.074745	0.114796
Psal_012103	0.2444	0.5318	0.1788	0.3089	0.28	0.124	0.498	50.66	0.661	0.548	576	605	-0.38876	0.128926
Psal_012104	0.2955	0.4053	0.2629	0.2157	0.202	0.117	0.469	52.18	0.521	0.497	290	305	0.407541	0.127869
Psal_012105	0.3142	0.3817	0.2438	0.2744	0.225	0.084	0.459	56.55	0.532	0.504	1602	1670	0.035269	0.094012
Psal_012106	0.3651	0.3025	0.2292	0.2863	0.243	0.043	0.463	54.05	0.497	0.534	821	837	-0.637396	0.019116
Psal_012107	0.2696	0.4826	0.1971	0.3333	0.258	0.074	0.459	53.69	0.631	0.526	279	282	-0.702837	0.092199
Psal_012108	0.3303	0.3639	0.2361	0.2996	0.204	0.039	0.437	58.27	0.531	0.514	909	948	-0.345148	0.085443
Psal_012109	0.29	0.42	0.2135	0.3	0.225	0.076	0.456	56	0.582	0.513	237	243	0.000411	0.069959
Psal_012110	0.3085	0.361	0.2323	0.2786	0.206	0.052	0.45	59.17	0.536	0.529	647	676	-0.004586	0.106509
Psal_012111	0.2996	0.304	0.3081	0.228	0.149	-0.058	0.354	56.54	0.459	0.506	246	260	0.298462	0.1
Psal_012112	0.2977	0.408	0.2605	0.265	0.21	0.098	0.452	58.67	0.54	0.506	341	357	-0.091877	0.106443
Psal_012114	0.3407	0.4646	0.1875	0.1389	0.267	0.177	0.527	47.95	0.535	0.553	243	257	-0.076265	0.11284
Psal_012115	0.3134	0.3955	0.2562	0.2632	0.195	-0.026	0.397	55.32	0.532	0.499	156	165	-0.473333	0.030303
Psal_012116	0.3546	0.3901	0.2069	0.2636	0.236	0.06	0.45	53.15	0.529	0.514	327	334	-0.218563	0.053892
Psal_012117	0.3386	0.3045	0.2943	0.2644	0.2	-0.068	0.382	56.82	0.467	0.529	445	464	-0.423491	0.0625
Psal_012118	0.2356	0.5575	0.1465	0.2886	0.249	0.101	0.48	46.16	0.686	0.595	204	208	-0.551923	0.067308
Psal_012119	0.3297	0.3676	0.2751	0.2881	0.207	0.005	0.418	59.84	0.513	0.494	232	238	-0.639496	0.067227
Psal_012120	0.2881	0.5169	0.24	0.2065	0.224	0.131	0.478	52.07	0.58	0.529	138	145	-0.52069	0.137931
Psal_012121	0.3368	0.359	0.2808	0.2717	0.216	0.026	0.436	57.67	0.499	0.516	1018	1053	-0.45736	0.08642
Psal_012122	0.3342	0.3777	0.2839	0.2645	0.222	0.009	0.424	55.75	0.501	0.513	469	476	-0.717017	0.058824
Psal_012123	0.3829	0.3512	0.2799	0.2044	0.221	0.03	0.434	56.62	0.453	0.499	808	837	-0.324492	0.101553
Psal_012124	0.3038	0.4051	0.2748	0.1818	0.216	0.067	0.441	56.14	0.506	0.498	170	180	0.469444	0.1
Psal_012125	0.3362	0.3425	0.3105	0.2688	0.203	0.009	0.425	58.45	0.48	0.498	972	1007	-0.452036	0.080437
Psal_012126	0.2625	0.3688	0.313	0.2988	0.182	-0.023	0.387	57.55	0.532	0.5	344	353	-0.084986	0.124646
Psal_012127	0.3059	0.3322	0.208	0.369	0.166	-0.02	0.378	56.05	0.564	0.502	344	357	0.036975	0.092437
Psal_012128	0.3547	0.2393	0.2796	0.3246	0.158	-0.104	0.346	58.57	0.454	0.469	260	270	0.421852	0.062963
Psal_012129	0.2894	0.2379	0.3426	0.2914	0.162	-0.11	0.352	58.61	0.451	0.52	344	354	-0.399153	0.048023
Psal_012130	0.2604	0.3177	0.305	0.3155	0.173	0.005	0.407	61	0.519	0.526	231	237	-0.05865	0.07173
Psal_012131	0.3278	0.4066	0.2372	0.2587	0.252	0.141	0.504	55.39	0.536	0.499	280	295	-0.12	0.108475
Psal_012132	0.2684	0.3737	0.264	0.3374	0.197	-0.019	0.411	61	0.563	0.509	224	235	-0.12383	0.093617
Psal_012133	0.2439	0.4146	0.2444	0.3488	0.134	-0.184	0.302	49.47	0.604	0.514	53	61	-0.242623	0.04918
Psal_012134	0.3288	0.3615	0.2466	0.2422	0.204	0.074	0.451	58.29	0.507	0.509	570	591	-0.216921	0.077834
Psal_012135	0.2679	0.4071	0.2163	0.2986	0.202	0.091	0.451	55.69	0.584	0.51	308	325	0.334462	0.098462
Psal_012136	0.3158	0.3645	0.3036	0.238	0.207	0.051	0.443	60.1	0.488	0.495	596	612	-0.090523	0.081699
Psal_012137	0.3132	0.372	0.2416	0.3027	0.215	0.051	0.449	55.15	0.543	0.53	777	805	-0.525963	0.055901
Psal_012138	0.3134	0.3134	0.2857	0.3962	0.191	-0.111	0.354	56.7	0.532	0.467	79	82	-0.380488	0.109756
Psal_012139	0.2941	0.2595	0.337	0.2694	0.169	-0.025	0.399	59.72	0.454	0.547	326	330	-0.885455	0.060606
Psal_012140	0.3221	0.3715	0.2645	0.25	0.175	-0.012	0.397	58.1	0.507	0.497	580	592	0.011655	0.086149
Psal_012141	0.3343	0.3175	0.28	0.2658	0.177	-0.016	0.393	60.37	0.479	0.523	405	421	-0.297862	0.090261
Psal_012142	0.3325	0.2938	0.2181	0.3515	0.191	0.023	0.415	59.43	0.528	0.514	436	449	-0.079956	0.064588
Psal_012143	0.3034	0.269	0.296	0.3277	0.166	-0.058	0.371	55.72	0.491	0.529	159	162	-0.487654	0.080247
Psal_012144	0.3587	0.3317	0.2547	0.2704	0.235	0.111	0.486	56.9	0.49	0.551	471	484	-0.440909	0.051653
Psal_012145	0.3405	0.4871	0.1709	0.2051	0.259	0.123	0.504	48	0.575	0.578	266	273	-0.353114	0.091575
Psal_012146	0.3058	0.405	0.2367	0.2913	0.234	0.066	0.451	52.46	0.556	0.521	297	306	-0.290523	0.088235
Psal_012147	0.3264	0.4256	0.2222	0.2736	0.208	-0.013	0.404	56.35	0.551	0.509	292	305	-0.295738	0.088525
Psal_012148	0.3451	0.3697	0.263	0.2591	0.24	0.014	0.431	56.13	0.503	0.524	350	360	-0.436111	0.075
Psal_012149	0.3382	0.3603	0.2796	0.2548	0.221	0.065	0.449	57.73	0.49	0.494	488	511	0.000196	0.086106
Psal_012150	0.3153	0.3835	0.2196	0.2604	0.213	0.064	0.445	56.07	0.537	0.516	542	569	0.045518	0.114235
Psal_012151	0.34	0.26	0.3519	0.2963	0.243	-0.039	0.415	61	0.446	0.48	65	68	-0.739706	0.088235
Psal_012152	0.3152	0.2554	0.2985	0.3807	0.18	-0.014	0.417	61	0.508	0.542	240	248	-1.085887	0.03629
Psal_012153	0.3235	0.3827	0.2423	0.2445	0.233	0.098	0.467	55.2	0.521	0.525	493	507	-0.454241	0.072978
Psal_012154	0.3022	0.3674	0.2742	0.2545	0.2	0.032	0.433	58.98	0.513	0.529	524	563	-0.18881	0.10302
Psal_012155	0.3028	0.3697	0.2857	0.2563	0.211	-0.003	0.416	55.96	0.512	0.538	344	354	-0.386723	0.076271
Psal_012156	0.3273	0.3909	0.2634	0.199	0.206	0.084	0.46	53.68	0.496	0.528	250	257	-0.787549	0.062257
Psal_012157	0.3504	0.3212	0.2905	0.272	0.233	0.044	0.439	59.7	0.47	0.487	485	511	0.006262	0.09589
Psal_012158	0.248	0.3577	0.2703	0.3077	0.196	0.053	0.431	61	0.55	0.517	269	287	0.55331	0.125436
Psal_012159	0.2756	0.3634	0.2595	0.3297	0.198	0.038	0.436	55.29	0.556	0.518	484	516	-0.096899	0.098837
Psal_012160	0.3237	0.3957	0.2298	0.3367	0.231	0	0.426	53.71	0.566	0.52	371	383	-0.828982	0.060052
Psal_012161	0.2857	0.425	0.2121	0.2258	0.218	0.105	0.488	56.59	0.566	0.522	297	312	0.05032	0.125
Psal_012162	0.3734	0.3354	0.1942	0.2366	0.192	0.051	0.435	55.19	0.494	0.539	170	183	0.414754	0.071038
Psal_012163	0.29	0.325	0.2408	0.3609	0.229	0.073	0.461	53.07	0.557	0.548	469	487	-0.302259	0.090349
Psal_012164	0.3055	0.317	0.2423	0.3473	0.235	0.056	0.449	54.38	0.541	0.544	403	420	-0.180952	0.1
Psal_012165	0.3369	0.3796	0.2484	0.2529	0.223	0.03	0.439	56.04	0.513	0.524	779	806	-0.484491	0.052109
Psal_012166	0.3258	0.3483	0.2635	0.3142	0.245	0.096	0.481	56.96	0.522	0.533	335	345	-0.545507	0.072464
Psal_012167	0.2907	0.3806	0.2464	0.3192	0.237	0.048	0.452	56.25	0.559	0.54	345	353	-0.497734	0.082153
Psal_012168	0.3565	0.3454	0.2551	0.2476	0.198	0.035	0.422	57.01	0.484	0.538	417	426	-0.373944	0.070423
Psal_012169	0.3025	0.3599	0.2911	0.2747	0.188	0.043	0.424	61	0.511	0.496	368	381	0.013648	0.099738
Psal_012170	0.2865	0.348	0.3155	0.2746	0.182	0.039	0.42	61	0.503	0.484	398	411	-0.044526	0.097324
Psal_012171	0.379	0.3236	0.2507	0.2358	0.197	-0.002	0.403	55.85	0.465	0.542	400	408	-0.491422	0.068627
Psal_012172	0.2727	0.4187	0.2301	0.3021	0.205	0.069	0.439	58.01	0.584	0.52	476	493	-0.140162	0.097363
Psal_012173	0.314	0.3459	0.2797	0.2457	0.19	0.053	0.433	58.87	0.495	0.535	386	394	-0.328173	0.063452
Psal_012174	0.3333	0.3469	0.2552	0.2986	0.224	-0.002	0.417	54.74	0.518	0.531	357	371	-0.516442	0.075472
Psal_012175	0.2895	0.3772	0.254	0.3	0.172	-0.044	0.396	53.59	0.549	0.512	144	147	-0.731973	0.040816
Psal_012176	0.2891	0.4	0.199	0.2909	0.214	0.09	0.46	56.26	0.576	0.525	502	526	0.081369	0.112167
Psal_012177	0.2482	0.3723	0.2263	0.3976	0.186	-0.003	0.405	61	0.61	0.519	333	350	-0.100571	0.102857
Psal_012178	0.2866	0.3779	0.214	0.3305	0.191	0.061	0.431	57.98	0.572	0.501	341	356	0.407022	0.103933
Psal_012179	0.3083	0.3963	0.2657	0.2377	0.219	0.074	0.454	55.84	0.522	0.515	617	640	-0.189688	0.076563
Psal_012180	0.2372	0.2837	0.345	0.2684	0.153	-0.087	0.362	51.8	0.483	0.535	232	236	-0.397034	0.059322
Psal_012181	0.2433	0.492	0.1994	0.2163	0.208	0.158	0.496	48.59	0.614	0.543	399	422	0.279621	0.125592
Psal_012182	0.3036	0.4286	0.194	0.2348	0.25	0.106	0.469	55.07	0.565	0.537	490	516	0.095349	0.116279
Psal_012183	0.3242	0.3895	0.2466	0.2487	0.202	0.034	0.417	55.65	0.519	0.495	545	566	0.034629	0.065371
Psal_012184	0.3571	0.3447	0.25	0.261	0.223	0.08	0.459	56.69	0.492	0.518	740	768	-0.250651	0.080729
Psal_012185	0.3542	0.3333	0.2471	0.3289	0.262	0.118	0.464	49.28	0.509	0.481	112	115	0.144348	0.086957
Psal_012186	0.3175	0.3925	0.2713	0.2326	0.199	0.022	0.414	55.23	0.509	0.489	466	484	-0.007438	0.078512
Psal_012187	0.284	0.3663	0.2162	0.3096	0.197	0.053	0.434	61	0.562	0.518	267	285	0.62	0.112281
Psal_012188	0.25	0.4219	0.3922	0.2	0.168	-0.076	0.361	61	0.5	0.466	72	73	0.017808	0.09589
Psal_012189	0.3109	0.4119	0.2511	0.235	0.235	0.065	0.452	58.14	0.531	0.519	569	586	-0.164164	0.081911
Psal_012190	0.2821	0.3607	0.2118	0.3142	0.194	0.082	0.456	58.53	0.564	0.54	305	324	0.375309	0.098765
Psal_012191	0.3408	0.3606	0.2699	0.2699	0.213	0.063	0.449	56.31	0.5	0.513	432	443	-0.569526	0.063205
Psal_012192	0.3168	0.3465	0.3077	0.2093	0.224	0.115	0.482	55.26	0.469	0.53	226	237	-0.281857	0.084388
Psal_012193	0.2411	0.4018	0.2523	0.31	0.209	0.088	0.477	58.43	0.585	0.558	130	135	-0.544444	0.037037
Psal_012194	0.2654	0.405	0.2899	0.3503	0.217	0.07	0.456	57.28	0.574	0.511	432	454	-0.543612	0.127753
Psal_012195	0.3506	0.4286	0.2083	0.2353	0.257	0.099	0.484	54.34	0.538	0.505	91	93	-0.333333	0.11828
Psal_012196	0.3229	0.3636	0.2915	0.2978	0.223	0.026	0.441	58.59	0.513	0.504	790	815	-0.545399	0.079755
Psal_012197	0.2552	0.5938	0.1438	0.2238	0.294	0.23	0.562	43.11	0.673	0.52	217	228	-0.42807	0.153509
Psal_012198	0.2985	0.3433	0.3136	0.2727	0.159	0.007	0.425	58.1	0.497	0.492	153	164	-0.543293	0.103659
Psal_012199	0.2591	0.5521	0.1775	0.1645	0.292	0.202	0.534	40.95	0.626	0.547	446	468	0.237821	0.130342
Psal_012200	0.3067	0.3962	0.1987	0.2602	0.196	0.056	0.437	56.03	0.558	0.538	579	606	0.077063	0.077558
Psal_012201	0.3291	0.3713	0.2928	0.2381	0.222	0.027	0.438	55.38	0.491	0.503	281	291	-0.094845	0.109966
Psal_012202	0.2998	0.443	0.2679	0.211	0.249	0.122	0.49	55.19	0.536	0.514	506	525	-0.232191	0.118095
Psal_012203	0.3506	0.4427	0.1883	0.2216	0.231	0.095	0.472	52.81	0.548	0.526	502	520	-0.255769	0.094231
Psal_012204	0.3166	0.3015	0.3045	0.3413	0.261	0.011	0.441	61	0.502	0.516	261	265	-0.54	0.026415
Psal_012205	0.3553	0.3845	0.2353	0.2488	0.256	0.097	0.483	56.37	0.509	0.516	601	621	-0.083736	0.083736
Psal_012206	0.2971	0.3486	0.2752	0.2656	0.162	-0.03	0.378	61	0.505	0.47	188	195	0.726667	0.107692
Psal_012207	0.3088	0.3725	0.2209	0.302	0.218	0.037	0.432	59.97	0.55	0.523	220	232	-0.131465	0.12931
Psal_012208	0.3188	0.3019	0.2415	0.3359	0.188	0.025	0.417	59.05	0.526	0.544	489	504	-0.3375	0.05754
Psal_012209	0.2312	0.3815	0.2771	0.2867	0.179	-0.015	0.404	56.06	0.554	0.497	193	198	0.25	0.060606
Psal_012210	0.2082	0.4082	0.2694	0.3005	0.224	0.12	0.478	56.96	0.59	0.548	268	286	0.520979	0.129371
Psal_012211	0.3535	0.2626	0.2308	0.3034	0.211	0.053	0.44	46.46	0.486	0.545	109	112	-0.429464	0.071429
Psal_012212	0.3275	0.2953	0.2683	0.3195	0.171	-0.072	0.364	61	0.501	0.522	401	414	-0.327295	0.05314
Psal_012213	0.2685	0.3926	0.2351	0.29	0.211	0.064	0.44	54.64	0.563	0.496	327	340	0.464118	0.094118
Psal_012214	0.2584	0.4161	0.2402	0.2977	0.201	0.074	0.451	55.76	0.577	0.487	326	340	0.491765	0.102941
Psal_012215	0.3421	0.4211	0.2388	0.1935	0.201	0.023	0.419	53.78	0.512	0.517	86	87	-0.483908	0.034483
Psal_012216	0.239	0.4228	0.2377	0.3014	0.202	0.042	0.432	57.66	0.591	0.501	301	315	0.461587	0.101587
Psal_012217	0.2521	0.3843	0.2237	0.3247	0.221	0.1	0.466	60.47	0.586	0.545	266	286	0.457342	0.129371
Psal_012218	0.205	0.4059	0.2639	0.3228	0.189	0.028	0.424	59.43	0.598	0.546	264	285	0.514035	0.129825
Psal_012219	0.3401	0.3673	0.2248	0.2758	0.209	0.062	0.44	58.05	0.524	0.494	498	517	0.063443	0.098646
Psal_012220	0.3027	0.3323	0.2437	0.3779	0.214	0.01	0.415	58.03	0.556	0.506	405	418	-0.154785	0.090909
Psal_012221	0.3162	0.3739	0.2199	0.2765	0.225	0.057	0.461	55.83	0.544	0.545	1046	1082	-0.65878	0.05915
Psal_012222	0.3328	0.3493	0.2669	0.2694	0.218	0.058	0.448	59.1	0.5	0.504	1478	1521	-0.164826	0.078238
Psal_012223	0.2632	0.4436	0.2273	0.3917	0.256	0.001	0.427	61	0.62	0.484	171	177	-0.281356	0.101695
Psal_012224	0.2851	0.3103	0.2626	0.3627	0.179	0.015	0.404	59.8	0.541	0.523	547	568	-0.153345	0.075704
Psal_012225	0.3136	0.3475	0.3208	0.2427	0.216	0.078	0.453	56.67	0.482	0.536	137	143	-1.018182	0.062937
Psal_012226	0.3097	0.3451	0.2966	0.2973	0.198	-0.049	0.401	56.65	0.507	0.54	142	150	-0.875333	0.053333
Psal_012227	0.2773	0.4958	0.283	0.1961	0.235	0.129	0.5	55.07	0.556	0.49	142	147	-0.886395	0.095238
Psal_012228	0.1985	0.4191	0.2451	0.3205	0.191	0.085	0.454	55.31	0.618	0.546	306	322	0.154658	0.102484
Psal_012229	0.3191	0.2837	0.248	0.2735	0.186	0.02	0.412	61	0.486	0.547	148	150	0.068667	0.073333
Psal_012230	0.2521	0.406	0.25	0.2781	0.196	0.09	0.458	60.88	0.57	0.48	249	266	0.732707	0.131579
Psal_012231	0.3602	0.3118	0.281	0.2174	0.213	-0.01	0.389	59.38	0.444	0.456	198	210	0.609524	0.109524
Psal_012232	0.4041	0.3938	0.1351	0.2153	0.192	0.034	0.415	49.96	0.522	0.577	205	211	-0.964455	0.080569
Psal_012233	0.3285	0.3084	0.3084	0.2449	0.198	0.013	0.421	58.89	0.457	0.511	392	407	-0.210811	0.061425
Psal_012234	0.2746	0.4016	0.2718	0.2353	0.204	0.09	0.45	55.76	0.535	0.465	258	271	0.928782	0.136531
Psal_012235	0.3263	0.3166	0.2813	0.2537	0.184	-0.041	0.395	61	0.48	0.534	554	562	-0.441459	0.076512
Psal_012236	0.3144	0.3103	0.3079	0.2522	0.181	-0.065	0.382	59.06	0.47	0.525	566	585	-0.329402	0.05812
Psal_012237	0.3449	0.315	0.2249	0.3087	0.19	-0.007	0.432	55.34	0.518	0.556	1171	1227	-0.577995	0.069275
Psal_012239	0.3544	0.3122	0.2095	0.2969	0.19	0.009	0.402	58.47	0.506	0.509	259	271	0.521033	0.081181
Psal_012240	0.2418	0.444	0.23	0.3048	0.207	0.081	0.457	54.71	0.607	0.523	521	541	0.189094	0.112754
Psal_012241	0.3649	0.3128	0.2044	0.3036	0.196	0.079	0.442	60.73	0.506	0.529	231	239	-0.124686	0.096234
Psal_012242	0.2987	0.3547	0.2705	0.27	0.183	0.017	0.405	59.29	0.516	0.506	415	426	-0.031221	0.07277
Psal_012243	0.1947	0.6637	0.1463	0.0746	0.202	0.19	0.491	36.93	0.702	0.547	114	117	0.302564	0.094017
Psal_012244	0.1964	0.4107	0.3737	0.163	0.152	-0.003	0.4	48.39	0.508	0.566	120	123	-0.360976	0.04065
Psal_012245	0.2625	0.35	0.3651	0.25	0.194	0.06	0.425	39.91	0.494	0.566	87	89	-0.883146	0.05618
Psal_012246	0.2935	0.3043	0.3733	0.2429	0.191	-0.01	0.39	45.23	0.45	0.556	100	102	-0.651961	0.04902
Psal_012247	0.2151	0.4731	0.2317	0.2436	0.171	0.084	0.431	40.1	0.618	0.616	102	106	-0.381132	0.037736
Psal_012248	0.2912	0.387	0.1963	0.3089	0.21	0.09	0.459	61	0.573	0.498	279	287	0.690592	0.121951
Psal_012249	0.2721	0.3787	0.2888	0.2559	0.178	0.009	0.414	56.82	0.525	0.521	503	521	-0.3881	0.046065
Psal_012250	0.3248	0.3248	0.301	0.1895	0.162	-0.096	0.32	56.83	0.448	0.506	125	129	0.463566	0.077519
Psal_012251	0.3151	0.363	0.2358	0.3248	0.171	-0.004	0.404	61	0.548	0.489	166	169	-0.005917	0.142012
Psal_012252	0.2976	0.3676	0.2791	0.2701	0.172	-0.002	0.394	57.58	0.517	0.508	520	535	-0.033458	0.069159
Psal_012253	0.2922	0.3516	0.2544	0.312	0.169	-0.033	0.373	57.4	0.541	0.508	501	510	-0.027255	0.068627
Psal_012254	0.2836	0.403	0.2603	0.2683	0.176	0.007	0.398	55.1	0.545	0.501	528	546	0.04011	0.093407
Psal_012255	0.3117	0.3567	0.2021	0.3704	0.212	0.035	0.428	54.01	0.578	0.527	722	754	-0.28992	0.079576
Psal_012256	0.3742	0.2945	0.2829	0.2431	0.251	0.102	0.476	61	0.444	0.517	187	192	-0.522917	0.0625
Psal_012257	0.3527	0.3345	0.2176	0.3042	0.195	0.01	0.411	56.9	0.517	0.523	319	324	-0.125617	0.070988
Psal_012258	0.3802	0.3388	0.24	0.2174	0.191	0.055	0.427	53.16	0.466	0.458	131	134	0.209702	0.08209
Psal_012259	0.3455	0.3089	0.2888	0.2123	0.202	-0.026	0.419	58.13	0.447	0.558	217	220	-0.375455	0.031818
Psal_012260	0.3306	0.2661	0.2857	0.2689	0.213	0.088	0.472	55.77	0.458	0.556	142	144	-0.275	0.0625
Psal_012261	0.2865	0.3526	0.2649	0.2342	0.192	0.018	0.413	61	0.511	0.554	395	405	-0.137037	0.046914
Psal_012262	0.3168	0.3762	0.2521	0.2076	0.228	0.097	0.475	58.14	0.505	0.551	442	454	-0.213436	0.063877
Psal_012263	0.2778	0.5741	0.225	0.2308	0.41	0.365	0.672	60.8	0.625	0.448	64	67	-1.570149	0.074627
Psal_012264	0.2791	0.5349	0.1852	0.4	0.262	0.097	0.52	61	0.66	0.458	50	51	-2.129412	0.019608
Psal_012265	0.3425	0.2603	0.2877	0.3099	0.177	-0.087	0.356	46.4	0.471	0.538	87	91	-0.759341	0.065934
Psal_012266	0.3255	0.3622	0.2327	0.2885	0.229	0.029	0.428	56.4	0.535	0.553	1223	1243	-0.404344	0.04827
Psal_012267	0.3581	0.4256	0.1955	0.272	0.25	0.09	0.466	49.74	0.55	0.5	854	888	-0.287275	0.102477
Psal_012268	0.3415	0.3363	0.282	0.2838	0.221	0.056	0.447	57.14	0.491	0.502	1653	1697	-0.426517	0.059517
Psal_012269	0.2895	0.3706	0.2256	0.2885	0.203	0.081	0.456	57.29	0.552	0.522	496	520	0.520192	0.121154
Psal_012270	0.2346	0.358	0.3121	0.372	0.184	-0.112	0.355	59.31	0.564	0.512	211	220	-0.77	0.063636
Psal_012271	0.3339	0.3025	0.2358	0.3714	0.208	-0.048	0.397	57.52	0.536	0.517	748	769	-0.512224	0.06762
Psal_012272	0.296	0.3831	0.2443	0.278	0.204	0.051	0.435	57.22	0.544	0.506	896	934	0.320878	0.125268
Psal_012273	0.2769	0.4298	0.2428	0.2533	0.204	0.075	0.451	53.76	0.563	0.525	288	301	0.149169	0.109635
Psal_012274	0.2768	0.2946	0.3448	0.3604	0.191	-0.105	0.368	59.82	0.507	0.492	144	149	-0.718792	0.067114
Psal_012275	0.3023	0.3789	0.2738	0.2981	0.206	0.017	0.424	58.14	0.533	0.51	2292	2368	-0.394595	0.060389
Psal_012276	0.2308	0.4808	0.2759	0.4259	0.246	-0.034	0.434	47.18	0.632	0.532	76	79	-1.349367	0.063291
Psal_012277	0.3077	0.3706	0.2615	0.284	0.178	-0.04	0.387	60.38	0.529	0.513	331	341	-0.131672	0.087977
Psal_012278	0.2537	0.3366	0.2634	0.3143	0.182	-0.001	0.4	60.96	0.551	0.528	225	241	0.413693	0.107884
Psal_012279	0.2781	0.4106	0.3203	0.2417	0.232	0.06	0.46	58.49	0.523	0.501	174	179	-0.811732	0.072626
Psal_012280	0.3297	0.3269	0.2997	0.2056	0.167	-0.036	0.372	53.35	0.456	0.534	406	413	-0.367797	0.058111
Psal_012281	0.3293	0.5976	0.1034	0.2069	0.223	-0.05	0.388	32.38	0.65	0.579	103	107	0.035514	0.056075
Psal_012282	0.3433	0.3433	0.2642	0.2507	0.191	0.025	0.43	53.94	0.49	0.547	463	472	-0.880085	0.048729
Psal_012283	0.3429	0.3429	0.2637	0.2894	0.22	0.057	0.453	58.43	0.503	0.505	853	901	-0.381465	0.119867
Psal_012284	0.2683	0.6098	0.122	0.2195	0.246	0.138	0.5	41.67	0.68	0.59	50	52	0.044231	0.057692
Psal_012285	0.2868	0.3321	0.2976	0.2661	0.153	-0.038	0.375	59.83	0.498	0.523	301	314	-0.241083	0.070064
Psal_012286	0.2028	0.4151	0.2565	0.3258	0.195	0.08	0.454	55.44	0.613	0.565	238	249	-0.207631	0.064257
Psal_012287	0.281	0.3802	0.3491	0.25	0.253	0.143	0.514	55.75	0.5	0.514	142	144	-0.384722	0.104167
Psal_012288	0.3013	0.2845	0.3288	0.3	0.176	-0.026	0.418	55.63	0.476	0.534	275	279	-0.67957	0.103943
Psal_012289	0.2715	0.3505	0.2799	0.2881	0.2	0.058	0.439	56.73	0.528	0.519	326	338	-0.103254	0.068047
Psal_012290	0.2748	0.3435	0.2935	0.3203	0.185	0.02	0.423	61	0.532	0.518	617	645	-0.347132	0.074419
Psal_012291	0.3293	0.4311	0.15	0.304	0.237	0.144	0.495	55.41	0.591	0.497	186	197	0.3	0.162437
Psal_012292	0.3169	0.4022	0.2565	0.2344	0.184	0.003	0.406	57.37	0.521	0.492	1003	1039	0.043311	0.075072
Psal_012293	0.3299	0.3312	0.2532	0.2761	0.193	0.043	0.432	58.16	0.504	0.535	885	913	-0.592552	0.064622
Psal_012294	0.2772	0.3579	0.2863	0.3347	0.204	0.031	0.432	59.86	0.544	0.51	333	345	-0.192754	0.118841
Psal_012295	0.3077	0.3808	0.2393	0.2523	0.173	0.019	0.414	58.61	0.531	0.521	290	302	-0.04404	0.112583
Psal_012296	0.3488	0.314	0.2195	0.3544	0.181	0.025	0.437	55.12	0.534	0.561	103	114	-0.537719	0.131579
Psal_012297	0.3415	0.3919	0.1868	0.3198	0.255	0.052	0.458	50.48	0.567	0.52	855	878	-0.403417	0.071754
Psal_012298	0.3111	0.4222	0.2547	0.2314	0.234	0.073	0.464	54.92	0.536	0.525	716	744	-0.394221	0.102151
Psal_012299	0.3	0.4143	0.2642	0.16	0.234	0.165	0.514	61	0.514	0.487	72	78	0.176923	0.179487
