GC1	GC2	GC3	GC	CAI	CBI	Fop	Nc	Gravy	Aromo
51.21	45.62	52.89	49.91	0.219	0.098	0.469	59.62	0.353918	0.097015
52.31	42.82	55.56	50.23	0.206	0.043	0.44	58.64	0.185615	0.102088
56.04	63.74	69.23	63.0	0.308	0.3	0.612	34.5	0.262222	0.088889
58.41	51.33	61.06	56.93	0.221	-0.067	0.381	52.56	-0.303571	0.053571
54.38	48.22	53.44	52.01	0.211	0.06	0.458	57.65	-0.164769	0.102017
58.65	49.19	49.46	52.43	0.2	0.044	0.438	60.51	-0.233604	0.086721
53.4	48.17	51.83	51.13	0.181	-0.028	0.395	57.32	0.488947	0.094737
48.66	53.48	49.73	50.62	0.179	-0.063	0.38	61	0.546236	0.134409
57.14	52.04	51.53	53.57	0.172	-0.069	0.37	55.35	0.489231	0.087179
57.63	48.35	52.69	52.89	0.225	0.075	0.468	56.82	-0.308096	0.121439
51.34	50.8	51.34	51.16	0.197	0.041	0.431	58.23	0.43871	0.102151
59.14	54.3	48.39	53.94	0.204	0.057	0.442	48.84	0.631892	0.081081
58.43	40.82	58.8	52.68	0.237	0.069	0.456	58.17	-0.036842	0.090226
56.15	39.34	54.92	50.14	0.164	-0.008	0.397	55.33	-0.485597	0.028807
55.85	37.76	57.18	50.26	0.199	-0.003	0.409	57.29	-0.289493	0.086957
51.33	44.25	58.41	51.33	0.285	0.171	0.519	50.59	0.060889	0.097778
57.26	42.74	70.09	56.7	0.279	0.244	0.557	34.71	0.527586	0.060345
46.4	46.4	68.8	53.87	0.204	0.13	0.47	52.13	0.051613	0.137097
52.59	38.86	53.89	48.45	0.207	0.029	0.424	57.55	-0.045714	0.106494
54.49	44.6	56.09	51.73	0.235	0.085	0.469	55.84	-0.548292	0.08656
56.2	46.7	57.81	53.57	0.184	0.03	0.422	58.69	0.16371	0.109677
52.42	36.29	65.32	51.34	0.266	0.153	0.5	61	0.089431	0.186992
53.12	39.84	53.65	48.87	0.189	0.019	0.409	57.2	0.040209	0.091384
47.58	43.55	70.97	54.03	0.204	0.121	0.464	52.44	0.073171	0.130081
52.73	49.09	52.73	51.52	0.212	-0.065	0.4	55.56	-1.038889	0.12963
54.34	39.25	51.32	48.3	0.197	0.067	0.446	58.47	-0.080529	0.085066
53.69	45.74	59.66	53.03	0.206	0.077	0.464	57.09	-0.733048	0.105413
55.85	40.07	53.01	49.65	0.207	0.068	0.45	54.6	-0.195382	0.081705
54.21	51.4	63.55	56.39	0.246	0.177	0.524	46.47	0.610377	0.028302
51.77	38.3	53.19	47.75	0.223	-0.039	0.397	59.79	-0.179286	0.092857
54.49	47.9	52.69	51.7	0.224	0.091	0.475	58.99	0.101807	0.10241
64.24	47.88	47.27	53.13	0.197	-0.016	0.383	57.76	0.068293	0.04878
57.8	44.33	56.91	53.01	0.239	0.123	0.486	54.44	-0.158615	0.076377
58.82	26.47	54.41	46.57	0.193	-0.02	0.4	51.16	-0.420895	0.059701
57.14	39.73	52.68	49.85	0.224	0.061	0.444	58.29	0.026846	0.076063
55.56	43.12	58.88	52.52	0.244	0.093	0.47	54.08	-0.014134	0.07192
57.69	42.31	53.08	51.03	0.228	0.054	0.441	47.03	-0.272201	0.084942
57.02	42.42	60.11	53.18	0.172	-0.027	0.391	56.18	-0.166479	0.098592
53.47	41.04	61.56	52.02	0.225	0.048	0.443	58.79	-0.109855	0.075362
62.7	44.05	51.77	52.84	0.223	0.027	0.431	58.31	-0.64	0.045161
50.85	48.81	62.12	53.92	0.238	0.091	0.477	55.02	-0.771233	0.10274
54.98	44.03	61.44	53.48	0.17	0.015	0.415	55.73	-0.204738	0.122195
58.06	41.94	50.54	50.18	0.171	-0.051	0.374	49.76	-0.253261	0.065217
57.55	45.51	59.46	54.17	0.292	0.173	0.521	49.4	-0.780651	0.065134
60.02	42.69	49.7	50.8	0.214	0.033	0.433	54.13	-0.470512	0.079238
49.67	45.1	62.75	52.51	0.213	0.116	0.486	55.68	-0.149342	0.092105
56.02	43.98	51.84	50.61	0.234	0.061	0.458	57.57	0.018966	0.098522
54.65	43.76	52.38	50.26	0.203	0.011	0.424	56.75	-0.080682	0.136364
57.4	46.03	62.45	55.29	0.18	0.026	0.41	53.78	0.197468	0.025316
48.36	52.19	51.37	50.64	0.176	-0.027	0.427	56.55	-1.093425	0.073973
63.68	48.42	54.74	55.61	0.217	0.092	0.454	59.88	0.369841	0.074074
43.54	52.04	58.84	51.47	0.262	0.225	0.559	53.16	-0.086348	0.109215
45.45	42.05	47.73	45.08	0.235	-0.011	0.434	60.52	-0.447126	0.08046
55.19	41.51	55.66	50.79	0.276	0.193	0.532	50.73	-0.392417	0.099526
48.61	37.5	65.28	50.46	0.375	0.169	0.536	44.53	-0.538028	0.084507
54.73	47.26	52.74	51.58	0.207	0.038	0.427	56.12	0.353	0.095
48.31	51.12	48.88	49.44	0.218	0.1	0.462	55.15	0.299435	0.062147
58.9	47.64	49.74	52.09	0.165	-0.056	0.385	58.23	-0.714155	0.049803
58.55	41.85	50.1	50.17	0.192	-0.054	0.382	58.25	-0.218952	0.076613
59.44	39.48	53.58	50.83	0.214	0.016	0.428	61	-0.306304	0.08913
60.25	41.61	49.69	50.52	0.211	-0.062	0.389	61	-0.761875	0.0875
57.99	39.58	53.12	50.23	0.184	0.015	0.424	61	-0.186411	0.073171
50.0	44.64	59.44	51.36	0.18	-0.016	0.4	58.94	0.452903	0.131183
58.82	42.25	54.01	51.69	0.221	0.063	0.441	54.95	-0.002679	0.076786
56.86	50.98	54.9	54.25	0.156	0.003	0.388	36.81	-0.066	0.06
57.24	50.7	45.33	51.09	0.201	-0.016	0.416	59.54	-0.548244	0.065574
57.85	44.88	51.19	51.31	0.224	0.082	0.471	58.6	-0.216923	0.066667
67.15	60.95	45.25	57.78	0.212	0.024	0.418	57.44	-0.692961	0.049689
53.85	38.44	57.54	49.94	0.228	0.075	0.461	55.47	-0.372547	0.097561
55.93	43.48	49.01	49.47	0.2	0.02	0.438	54.2	-0.492871	0.10495
55.94	36.01	55.94	49.3	0.202	-0.024	0.409	54.68	-0.87614	0.059649
60.8	37.69	51.26	49.92	0.263	0.153	0.508	54.59	-0.69596	0.045455
57.89	53.68	51.05	54.21	0.197	0.032	0.438	61	0.069841	0.095238
61.96	41.06	55.92	52.98	0.263	0.114	0.475	51.22	-0.438384	0.085859
59.87	45.99	52.06	52.64	0.19	0.035	0.42	57.18	-0.134348	0.065217
53.76	48.12	51.88	51.25	0.179	-0.023	0.397	58.52	-0.043059	0.061176
58.29	49.74	54.28	54.1	0.214	0.11	0.473	56.48	-0.237238	0.092657
56.56	41.53	54.89	50.99	0.173	-0.046	0.392	60.54	-0.399761	0.110048
51.81	47.95	56.63	52.13	0.194	0.009	0.413	61	-0.143961	0.101449
54.6	52.3	51.11	52.67	0.208	0.02	0.435	58.81	-0.739889	0.054718
55.71	37.7	57.17	50.19	0.238	0.038	0.437	55.24	-0.132285	0.06499
56.82	40.68	54.32	50.61	0.23	0.075	0.448	54.94	-0.112301	0.088838
62.24	47.96	66.33	58.84	0.173	0.012	0.396	46.32	0.607217	0.061856
63.38	50.7	49.3	54.46	0.211	-0.034	0.403	49.52	-1.042857	0.085714
56.79	41.63	54.52	50.98	0.204	0.023	0.418	55.96	-0.112245	0.088435
57.05	41.36	54.55	50.98	0.215	0.034	0.424	56.05	-0.089977	0.08656
41.05	63.16	64.21	56.14	0.135	-0.057	0.378	49.49	0.2	0.042553
57.52	40.53	55.1	51.05	0.23	0.094	0.457	54.46	-0.066667	0.090024
48.6	51.4	63.26	54.42	0.191	-0.002	0.436	52.66	-0.668765	0.037296
58.57	42.28	51.54	50.8	0.239	0.057	0.458	57.85	-0.896906	0.050633
60.48	39.52	53.29	51.1	0.221	0.045	0.449	53.23	-1.181325	0.084337
58.83	42.73	54.05	51.87	0.205	0.0	0.418	57.07	-0.654791	0.059233
50.75	48.91	53.09	50.92	0.218	0.059	0.452	57.58	0.256354	0.115385
57.27	47.29	55.53	53.36	0.241	0.123	0.488	58.3	-0.083696	0.073913
55.8	41.51	52.56	49.96	0.223	0.045	0.44	59.05	-0.119514	0.090827
59.66	46.22	53.5	53.13	0.213	0.029	0.436	60.38	-0.347753	0.11236
56.9	46.06	49.01	50.66	0.186	-0.045	0.389	61	-0.406173	0.088889
55.47	41.56	58.44	51.82	0.21	0.087	0.448	59.66	0.015985	0.052045
53.78	42.81	58.81	51.8	0.166	-0.004	0.395	54.95	-0.239459	0.05045
56.63	37.69	60.04	51.45	0.242	0.098	0.475	54.07	-0.393358	0.087287
54.18	48.16	55.18	52.51	0.215	0.055	0.437	61	0.360738	0.120805
63.21	47.36	54.15	54.91	0.213	0.068	0.45	58.05	-0.076749	0.066163
65.57	52.46	58.2	58.74	0.219	0.135	0.492	54.67	0.352893	0.066116
51.91	54.2	55.73	53.94	0.227	0.058	0.441	61	0.262308	0.1
44.3	60.59	67.1	57.33	0.267	0.248	0.572	49.6	0.018301	0.098039
56.21	40.94	55.03	50.73	0.214	0.02	0.426	60.04	-0.462353	0.117647
52.45	44.06	53.38	49.96	0.2	0.058	0.435	60.18	0.324766	0.109813
52.69	30.88	58.64	47.4	0.192	-0.001	0.414	55.01	-0.368182	0.09375
54.61	40.14	68.72	54.49	0.269	0.2	0.535	46.93	-0.1875	0.108696
50.21	47.53	54.32	50.69	0.201	0.057	0.444	60.69	0.580206	0.146392
53.83	49.73	53.83	52.46	0.221	0.08	0.466	56.19	-0.033973	0.09589
50.63	42.14	57.86	50.21	0.23	0.082	0.46	58.69	-0.090536	0.100946
56.12	40.22	55.96	50.77	0.198	0.019	0.422	60.78	-0.551433	0.113057
57.58	47.47	50.51	51.85	0.204	0.07	0.458	40.99	0.014286	0.081633
59.22	38.51	54.05	50.59	0.183	0.004	0.391	58.5	0.0	0.087662
62.0	43.59	51.75	52.45	0.192	0.021	0.413	61	-0.09486	0.074766
58.68	42.4	52.38	51.15	0.244	0.024	0.44	56.74	-0.667846	0.047692
47.42	62.89	53.09	54.47	0.26	0.123	0.487	55.02	0.699482	0.082902
56.28	45.02	49.35	50.22	0.187	0.014	0.416	61	-0.314348	0.069565
46.25	55.0	68.75	56.67	0.254	0.159	0.517	48.22	0.213389	0.129707
50.27	42.7	59.46	50.81	0.207	0.055	0.444	58.04	0.33252	0.113821
47.83	42.46	56.52	48.93	0.213	0.069	0.451	59.11	0.276696	0.158771
60.17	46.47	51.61	52.75	0.213	0.1	0.462	60.81	-0.161373	0.070815
56.65	42.74	57.46	52.28	0.188	-0.007	0.404	56.69	-0.207377	0.084016
56.06	40.07	52.37	49.5	0.224	0.065	0.449	56.53	-0.483275	0.09507
54.81	47.92	51.6	51.44	0.191	0.018	0.417	59.11	0.25634	0.101124
55.78	43.2	55.1	51.36	0.209	0.051	0.444	60.14	-0.114676	0.105802
56.76	43.58	51.69	50.68	0.228	0.062	0.451	61	-0.138983	0.105085
57.5	43.93	52.86	51.43	0.194	-0.058	0.38	61	-0.08423	0.086022
53.85	38.46	61.22	51.18	0.216	0.05	0.442	57.92	-0.165916	0.106109
55.96	39.9	64.77	53.54	0.238	0.151	0.505	50.82	-0.132292	0.083333
56.06	43.23	54.39	51.23	0.186	0.018	0.404	58.43	0.013333	0.088095
58.55	45.6	49.74	51.3	0.199	0.023	0.422	55.54	0.172396	0.072917
55.81	38.5	64.6	52.97	0.22	0.108	0.471	53.8	-0.082643	0.085492
57.77	42.92	50.58	50.43	0.182	0.023	0.406	59.35	-0.05907	0.083721
58.0	40.67	56.0	51.56	0.204	0.005	0.411	48.94	-0.167785	0.087248
53.24	46.04	55.4	51.56	0.26	0.17	0.519	61	-0.254348	0.036232
53.6	40.29	61.87	51.92	0.199	0.078	0.442	54.93	0.085198	0.064982
55.26	44.08	67.11	55.48	0.23	0.04	0.456	44.78	-0.821854	0.059603
53.87	42.4	61.33	52.53	0.208	0.079	0.447	57.05	-0.056684	0.093583
56.7	39.52	54.3	50.17	0.191	0.001	0.399	61	0.064828	0.089655
54.85	43.88	53.59	50.77	0.17	-0.013	0.391	59.53	-0.205497	0.086681
58.04	44.72	54.02	52.26	0.198	0.004	0.413	54.94	-0.019647	0.06801
55.78	43.63	54.78	51.39	0.235	0.042	0.449	58.86	0.141118	0.087824
54.58	42.63	52.39	49.87	0.267	0.091	0.482	52.72	-0.067266	0.091816
58.01	45.45	56.71	53.39	0.195	0.046	0.434	55.78	0.170435	0.06087
59.31	47.1	53.83	53.42	0.233	0.065	0.458	53.23	-0.044044	0.048589
58.03	42.25	52.25	50.85	0.26	0.06	0.461	57.6	-0.311143	0.076164
52.86	40.48	51.11	48.15	0.208	0.01	0.419	58	-0.136089	0.079491
57.55	43.4	38.68	46.54	0.199	0.045	0.433	50.25	0.080952	0.066667
51.14	41.08	61.62	51.28	0.224	0.08	0.463	55.38	-0.128571	0.123377
43.86	45.32	52.34	47.17	0.21	0.039	0.439	54.45	0.070968	0.11437
51.9	43.99	59.18	51.69	0.142	-0.039	0.368	55.84	0.072698	0.088889
59.83	45.0	50.17	51.67	0.195	-0.018	0.412	60.88	-0.654758	0.056761
62.0	45.0	55.0	54.0	0.253	0.144	0.495	56.87	-0.447475	0.060606
59.11	44.53	54.69	52.78	0.232	0.065	0.447	55.01	-0.44282	0.073107
52.08	37.92	46.67	45.56	0.214	0.006	0.419	61	-0.082427	0.09205
55.4	40.2	60.2	51.93	0.293	0.121	0.5	54.45	-0.183567	0.092184
59.56	37.43	59.56	52.19	0.19	0.031	0.403	58.11	-0.120548	0.093151
52.97	38.38	63.78	51.71	0.236	0.027	0.433	52.98	-0.265218	0.097826
53.97	41.39	55.63	50.33	0.224	0.058	0.448	58.39	-0.093688	0.10299
56.59	38.76	57.62	50.99	0.205	0.111	0.46	56.71	0.018653	0.082902
55.09	39.72	60.28	51.7	0.192	0.059	0.432	56.48	0.009	0.082
51.73	42.49	50.58	48.27	0.223	0.071	0.473	61	-0.589815	0.104167
58.81	50.61	50.09	53.17	0.193	0.012	0.426	59.83	-0.885664	0.050699
50.43	43.71	57.86	50.67	0.221	0.112	0.475	58.21	0.13691	0.11731
49.7	37.13	53.89	46.91	0.198	0.016	0.422	56.79	-0.142042	0.105105
54.62	45.79	50.1	50.17	0.238	0.037	0.453	59.04	-0.679012	0.088477
58.34	45.45	51.09	51.63	0.211	0.066	0.444	56.5	-0.371544	0.074885
58.64	52.24	49.25	53.38	0.202	0.089	0.465	57.39	-0.624359	0.070513
60.68	46.0	63.96	56.88	0.2	0.015	0.425	55.31	-0.554934	0.054825
50.39	33.07	70.08	51.18	0.251	0.126	0.484	45.73	-0.56746	0.126984
57.3	40.0	60.0	52.43	0.172	-0.054	0.402	57.8	-0.900544	0.070652
60.28	54.64	53.83	56.25	0.201	0.059	0.452	58.45	-1.085051	0.070707
59.17	63.02	53.85	58.68	0.186	0.05	0.44	54.99	-0.452522	0.038576
57.65	43.34	53.4	51.46	0.208	-0.029	0.406	57.7	-0.869929	0.056738
58.33	31.41	51.92	47.22	0.209	-0.004	0.405	56.25	-0.150968	0.122581
54.97	43.27	47.95	48.73	0.198	0.043	0.448	57.97	-1.084706	0.094118
63.25	41.29	54.61	53.05	0.221	-0.041	0.408	56.85	-0.796774	0.045455
57.52	37.07	61.32	51.97	0.198	0.085	0.448	55.83	-0.1	0.082329
51.98	43.81	49.75	48.51	0.245	0.098	0.485	56.94	-0.591315	0.104218
62.75	31.37	64.71	52.94	0.312	0.239	0.551	61	-0.952	0.0
55.73	50.0	53.65	53.12	0.19	0.108	0.484	60.26	-0.962304	0.062827
59.1	39.4	50.6	49.7	0.219	-0.015	0.414	59.75	-0.56293	0.055306
60.42	41.78	52.52	51.57	0.25	0.051	0.454	56.28	-0.658617	0.075741
56.82	38.03	51.34	48.73	0.246	0.072	0.465	57.46	-0.239306	0.080627
50.7	40.21	59.79	50.23	0.214	0.061	0.436	55.9	0.617544	0.112281
50.77	44.04	62.69	52.5	0.188	0.064	0.442	54.39	-0.052986	0.088632
50.76	46.97	56.06	51.26	0.232	0.152	0.504	52.98	-0.39313	0.053435
59.9	35.99	54.24	50.04	0.208	0.042	0.419	55.38	-0.246134	0.06701
60.54	43.52	51.64	51.9	0.189	-0.001	0.407	59.13	-0.014729	0.05814
55.51	49.55	53.05	52.7	0.217	0.072	0.465	58.36	-0.235065	0.088312
55.51	49.7	57.59	54.27	0.283	0.195	0.538	46.44	-0.158867	0.09538
58.58	51.46	53.07	54.37	0.182	0.035	0.432	57.08	-0.222078	0.061688
57.83	39.76	54.22	50.6	0.181	0.038	0.407	52	0.541463	0.036585
59.41	43.83	49.69	50.98	0.223	0.024	0.429	60.57	-0.138949	0.072643
55.49	37.0	54.58	49.02	0.22	0.077	0.449	57.31	-0.149358	0.069725
56.39	36.34	55.39	49.37	0.211	0.091	0.452	55.59	-0.149749	0.060302
47.96	39.8	55.1	47.62	0.226	0.134	0.489	44.31	-0.35567	0.041237
58.94	46.44	52.91	52.76	0.218	0.008	0.418	57.34	-0.586836	0.043636
48.4	45.66	67.12	53.73	0.261	0.085	0.476	46.19	-0.159633	0.110092
56.29	41.26	54.33	50.63	0.221	0.081	0.457	55.55	-0.252658	0.064595
54.72	40.7	50.67	48.7	0.208	0.031	0.422	59.93	-0.005405	0.07027
64.41	43.83	55.69	54.64	0.193	-0.009	0.4	57.57	-0.546117	0.041262
49.92	45.24	58.93	51.36	0.207	0.112	0.471	54.25	0.472408	0.105351
55.49	41.43	56.45	51.12	0.246	0.042	0.443	57.74	-0.20444	0.07722
52.48	42.74	50.33	48.51	0.192	-0.006	0.412	59.84	-0.366281	0.090909
61.84	35.75	59.42	52.33	0.18	0.006	0.402	57.03	-0.315049	0.053398
57.47	43.48	56.9	52.61	0.211	0.072	0.443	58.03	0.028598	0.081439
57.08	41.57	57.19	51.95	0.249	0.107	0.48	50.28	-0.172553	0.075366
52.31	44.67	53.9	50.29	0.2	0.063	0.453	58.37	-0.376274	0.098726
54.32	50.67	51.82	52.27	0.229	0.056	0.454	59.02	0.061923	0.061538
52.98	49.5	51.66	51.38	0.23	0.064	0.454	54.34	0.151907	0.067993
57.57	47.48	50.04	51.7	0.223	0.063	0.46	57.81	-0.597587	0.069382
56.56	42.08	53.09	50.58	0.16	-0.025	0.375	56.53	-0.044101	0.061896
57.59	41.3	55.0	51.3	0.201	0.041	0.425	55.57	-0.213915	0.083488
52.87	38.35	53.94	48.39	0.205	0.024	0.42	58.12	-0.259426	0.087971
53.85	41.42	57.4	50.89	0.241	0.07	0.457	61	-0.058333	0.059524
61.24	40.17	62.08	54.49	0.252	0.126	0.491	50.45	-0.469578	0.101408
72.73	59.33	45.45	59.17	0.298	0.227	0.549	46.36	-0.29375	0.024038
49.55	44.64	57.59	50.6	0.19	-0.069	0.372	60.63	0.193273	0.139013
51.34	44.25	65.04	53.55	0.216	-0.001	0.42	55.75	-0.278677	0.090686
58.33	40.79	53.07	50.73	0.229	0.075	0.456	59.48	-0.249339	0.070485
52.27	55.0	47.73	51.67	0.202	0.022	0.458	57.07	-0.575799	0.100457
68.07	61.14	43.98	57.73	0.293	0.211	0.549	43.39	0.143505	0.021148
58.82	51.47	64.71	58.33	0.203	0.178	0.484	51.58	0.164179	0.074627
52.96	42.26	54.68	49.97	0.218	0.119	0.476	60.04	-0.124713	0.095785
54.47	44.68	54.26	51.13	0.218	0.148	0.485	57.47	0.614286	0.085288
55.96	45.11	52.55	51.21	0.207	0.01	0.409	59.12	-0.159275	0.102345
51.53	43.18	58.22	50.97	0.181	-0.007	0.393	59.46	0.444413	0.120112
56.68	46.18	54.2	52.35	0.217	0.072	0.442	58.96	0.416252	0.086042
59.71	36.21	56.83	50.92	0.28	0.063	0.464	49.55	-0.782452	0.074519
55.79	45.7	51.18	50.89	0.202	0.02	0.427	58.49	-0.152369	0.074813
51.15	42.75	53.44	49.11	0.218	0.086	0.484	58.11	-0.85	0.038462
56.79	45.64	52.05	51.5	0.209	0.048	0.438	57.98	-0.359307	0.096277
50.0	48.36	70.08	56.15	0.223	0.095	0.479	50.41	0.354732	0.127572
56.34	56.34	46.48	53.05	0.105	-0.087	0.313	47.77	-0.527143	0.071429
57.51	54.64	48.7	53.62	0.203	0.02	0.433	58.53	-0.71799	0.054565
61.45	41.22	49.24	50.64	0.26	0.055	0.445	56.17	-0.046743	0.091954
57.25	41.57	52.55	50.46	0.224	0.071	0.457	61	-0.219291	0.082677
57.7	44.59	55.08	52.46	0.28	0.116	0.497	57.14	0.033553	0.078947
56.92	43.38	54.15	51.49	0.209	0.023	0.419	56.38	-0.252778	0.083333
61.0	44.19	47.76	50.98	0.189	-0.036	0.382	58.41	-0.162366	0.096774
52.9	42.86	53.67	49.81	0.208	0.081	0.455	56.6	-0.062863	0.104449
55.79	41.05	60.0	52.28	0.225	0.064	0.451	50.89	-0.671277	0.085106
50.78	55.21	58.85	54.95	0.215	0.044	0.457	55.63	-0.47624	0.075718
55.19	39.62	57.69	50.83	0.189	0.014	0.415	57.45	-0.160308	0.104046
54.26	43.17	53.47	50.3	0.169	0.0	0.39	57.68	0.02996	0.085317
55.0	43.64	50.45	49.7	0.267	0.135	0.493	57.5	0.079452	0.09589
58.11	40.69	60.9	53.24	0.252	0.105	0.472	48.61	0.032756	0.082557
62.5	39.5	56.5	52.83	0.257	-0.059	0.402	54.27	-0.677387	0.060302
44.74	51.32	56.58	50.88	0.211	0.092	0.466	61	0.011258	0.092715
54.27	43.59	54.06	50.64	0.199	0.06	0.441	55.08	-0.211777	0.115632
56.22	51.61	55.76	54.53	0.264	0.104	0.481	57.3	0.237037	0.064815
54.17	43.18	50.76	49.37	0.257	0.089	0.46	49.72	-0.537643	0.068441
58.86	44.86	53.29	52.33	0.208	0.105	0.463	59.64	-0.246638	0.057225
57.97	44.93	55.07	52.66	0.269	0.189	0.527	55.51	-0.190116	0.05814
55.45	46.36	52.73	51.52	0.186	0.121	0.476	61	-0.470642	0.06422
52.68	55.35	53.18	53.73	0.208	0.02	0.451	54.1	-1.023116	0.070352
57.14	46.94	48.98	51.02	0.273	0.195	0.533	53.03	0.042321	0.05802
58.67	53.33	44.0	52.0	0.17	-0.068	0.382	60.95	0.033784	0.081081
61.9	44.13	51.11	52.38	0.208	0.019	0.423	53.2	-0.34372	0.077901
45.6	44.27	58.4	49.42	0.221	0.114	0.472	58.82	0.389572	0.114973
56.62	52.4	51.02	53.34	0.196	0.029	0.433	59.55	-0.422195	0.070732
49.18	45.08	57.38	50.55	0.206	-0.117	0.359	53.91	-0.342149	0.099174
60.89	49.33	47.11	52.44	0.242	0.064	0.452	52.98	0.067261	0.077951
54.52	49.4	62.35	55.42	0.297	0.203	0.55	43.04	-0.497885	0.07855
56.68	42.67	53.75	51.03	0.232	0.114	0.479	54.33	-0.169657	0.06199
54.5	45.5	53.77	51.26	0.225	0.104	0.476	56.23	-0.18354	0.108696
52.78	46.11	53.89	50.93	0.235	0.071	0.472	55.49	-0.012849	0.089385
56.4	51.95	58.44	55.6	0.216	0.059	0.456	59.22	-0.792565	0.074349
54.14	50.38	52.63	52.38	0.141	0.068	0.433	61	-0.317424	0.060606
44.44	44.44	44.44	44.44	0.173	-0.058	0.397	52.73	-1.015	0.05
60.0	54.79	58.9	57.9	0.251	0.147	0.511	46.59	-0.588462	0.076923
51.98	43.13	55.93	50.35	0.213	0.058	0.45	59.33	0.253019	0.139623
52.9	45.17	56.52	51.53	0.178	-0.012	0.403	61	0.339225	0.135593
57.51	48.35	47.58	51.15	0.259	0.109	0.492	53.77	-0.641837	0.081633
55.35	42.56	66.06	54.66	0.222	0.084	0.463	52.48	-0.135602	0.099476
55.96	36.79	56.99	49.91	0.218	0.075	0.437	55.3	0.066234	0.088312
55.95	44.37	53.34	51.22	0.183	0.017	0.416	58.33	0.023039	0.05719
53.68	41.97	56.05	50.57	0.174	-0.012	0.395	57.71	-0.280237	0.057971
54.91	42.69	52.32	49.97	0.198	0.027	0.426	59.74	-0.21569	0.094828
43.84	47.95	58.9	50.23	0.27	0.165	0.543	43.92	-0.7375	0.125
63.95	48.84	50.0	54.26	0.232	0.065	0.469	45.79	-0.501176	0.094118
56.93	46.99	50.0	51.31	0.209	0.023	0.424	56.64	-0.14139	0.072508
49.39	42.38	61.59	51.12	0.218	0.062	0.446	52.93	0.476758	0.125382
54.31	39.41	59.02	50.92	0.218	0.037	0.431	55.97	-0.123183	0.108055
50.8	36.4	58.0	48.4	0.185	0.044	0.417	61	0.667871	0.168675
49.71	43.93	58.57	50.74	0.239	0.148	0.494	59.85	0.697876	0.133205
60.49	39.92	50.21	50.21	0.208	-0.035	0.393	58.33	-0.140909	0.082645
49.32	39.73	56.16	48.4	0.255	0.05	0.454	61	-0.435862	0.117241
53.89	43.52	54.76	50.72	0.216	0.06	0.442	59.5	0.16185	0.078035
52.74	43.46	56.12	50.77	0.234	-0.015	0.414	51.83	-0.190678	0.09322
58.4	51.49	49.7	53.2	0.192	-0.001	0.426	57.97	-0.865713	0.048897
60.1	39.66	57.18	52.31	0.227	0.087	0.461	57.46	-0.204146	0.046341
56.66	42.04	59.53	52.74	0.272	0.114	0.489	48.57	-0.162304	0.099476
55.46	43.7	57.14	52.1	0.177	0.006	0.397	56.62	0.045684	0.077895
55.46	39.52	56.33	50.44	0.216	0.08	0.447	59.41	0.217505	0.080963
55.42	49.26	58.87	54.52	0.272	0.218	0.545	46.57	-0.222222	0.093827
59.54	49.01	56.25	54.93	0.193	0.005	0.422	56.06	-0.392739	0.079208
53.33	46.67	49.22	49.74	0.241	0.032	0.447	58.63	-0.395678	0.111984
52.74	43.88	58.23	51.62	0.233	-0.015	0.414	52.63	-0.232627	0.09322
55.23	48.2	55.88	53.1	0.276	0.12	0.5	56.08	-0.273486	0.091653
48.91	43.34	57.26	49.83	0.249	0.06	0.469	55.48	-0.587849	0.103586
57.72	41.16	59.73	52.87	0.266	0.147	0.499	51.63	-0.1	0.067265
56.45	38.71	62.1	52.42	0.236	0.129	0.473	54.42	-0.182222	0.088889
53.0	58.53	53.0	54.84	0.202	0.059	0.465	60.46	-0.538106	0.046189
52.83	42.3	59.45	51.53	0.232	0.096	0.465	56.37	-0.118164	0.113281
53.85	43.59	54.58	50.67	0.219	0.04	0.439	56.36	-0.223162	0.106618
53.07	41.52	60.65	51.74	0.196	-0.005	0.412	55.77	-0.324638	0.112319
48.54	56.31	68.93	57.93	0.201	0.013	0.429	44.81	-0.686274	0.029412
58.68	38.92	64.67	54.09	0.241	0.101	0.476	56.54	-0.423088	0.07946
54.52	43.07	55.72	51.1	0.176	-0.038	0.381	58	-0.133233	0.039275
54.78	45.8	56.52	52.37	0.191	-0.026	0.396	57.19	-0.277035	0.034884
54.81	41.4	57.14	51.12	0.208	0.008	0.422	59.62	-0.189766	0.096491
53.17	43.41	59.51	52.03	0.248	0.039	0.444	55.5	-0.261275	0.083333
59.65	41.5	51.59	50.91	0.21	-0.003	0.411	57.08	0.080058	0.072254
53.69	49.85	54.0	52.51	0.282	0.134	0.51	54.39	-0.3151	0.097072
54.29	48.37	57.69	53.45	0.261	0.156	0.504	52.99	0.638074	0.106667
56.39	42.19	55.98	51.52	0.229	0.016	0.43	58	-0.256911	0.107724
48.84	45.18	54.15	49.39	0.22	-0.006	0.418	61	0.135333	0.126667
55.23	48.11	50.11	51.15	0.222	0.088	0.461	61	-0.075893	0.078125
48.89	46.08	54.33	49.77	0.198	0.092	0.453	58.46	0.180443	0.078629
54.84	37.63	55.38	49.28	0.198	0.055	0.428	57.03	-0.024258	0.088949
58.13	44.58	57.92	53.54	0.22	0.091	0.471	55.56	-0.321921	0.091858
55.06	45.45	51.69	50.74	0.202	0.033	0.426	59.16	-0.234635	0.117188
52.43	45.63	51.46	49.84	0.206	-0.057	0.398	53.11	-0.285294	0.088235
