GeneID,Total_Codons,A%,T%,G%,C%
Psal_011563,226,22.57,26.99,24.34,26.11
Psal_011564,199,19.1,34.67,19.1,27.14
Psal_011565,419,22.43,29.12,19.81,28.64
Psal_011566,283,25.09,25.44,25.09,24.38
Psal_011567,192,26.56,20.83,25.0,27.6
Psal_011568,391,20.97,33.76,19.18,26.09
Psal_011569,1184,14.44,32.52,20.69,32.35
Psal_011570,856,20.56,28.15,25.93,25.35
Psal_011571,167,20.96,19.76,33.53,25.75
Psal_011572,182,6.59,35.16,7.69,50.55
Psal_011573,63,9.52,36.51,15.87,38.1
Psal_011574,297,22.56,24.24,23.91,29.29
Psal_011575,333,20.42,28.83,18.02,32.73
Psal_011576,796,21.48,30.03,22.49,26.01
Psal_011577,176,24.43,22.73,14.77,38.07
Psal_011578,273,22.34,38.1,21.25,18.32
Psal_011579,302,5.63,40.07,13.91,40.4
Psal_011580,304,19.74,22.7,29.61,27.96
Psal_011581,122,22.95,21.31,33.61,22.13
Psal_011582,35,22.86,17.14,25.71,34.29
Psal_011583,501,19.96,31.34,19.16,29.54
Psal_011584,345,20.29,24.93,29.86,24.93
Psal_011585,598,14.55,25.92,23.91,35.62
Psal_011586,174,27.59,21.84,21.26,29.31
Psal_011587,170,23.53,28.82,15.29,32.35
Psal_011588,608,20.72,30.1,21.71,27.47
Psal_011589,882,25.28,34.13,17.91,22.68
Psal_011590,230,18.26,25.65,23.04,33.04
Psal_011591,607,19.93,31.47,19.28,29.32
Psal_011592,299,17.73,31.1,24.08,27.09
Psal_011593,217,24.88,29.49,21.66,23.96
Psal_011594,422,24.41,26.54,19.91,29.15
Psal_011595,214,26.64,28.97,21.03,23.36
Psal_011596,487,21.15,31.01,16.84,31.01
Psal_011597,234,18.8,28.63,24.79,27.78
Psal_011598,45,13.33,40.0,24.44,22.22
Psal_011599,40,20.0,17.5,25.0,37.5
Psal_011600,248,15.73,31.45,22.58,30.24
Psal_011601,71,33.8,28.17,16.9,21.13
Psal_011602,190,16.32,34.74,16.84,32.11
Psal_011603,300,24.0,27.0,21.67,27.33
Psal_011604,98,21.43,24.49,24.49,29.59
Psal_011605,306,25.16,21.57,29.74,23.53
Psal_011606,321,20.56,27.41,24.61,27.41
Psal_011607,252,24.21,26.98,17.06,31.75
Psal_011608,194,28.87,24.74,21.65,24.74
Psal_011609,221,20.36,26.24,24.43,28.96
Psal_011610,562,19.04,27.58,19.75,33.63
Psal_011611,162,17.28,25.31,22.84,34.57
Psal_011612,171,21.05,23.98,19.3,35.67
Psal_011613,406,21.92,28.57,21.67,27.83
Psal_011614,120,8.33,25.0,25.0,41.67
Psal_011615,338,15.38,26.04,25.44,33.14
Psal_011616,528,24.05,25.0,24.81,26.14
Psal_011617,145,28.28,24.83,21.38,25.52
Psal_011618,513,22.61,24.56,23.78,29.04
Psal_011619,46,19.57,32.61,28.26,19.57
Psal_011620,43,27.91,30.23,11.63,30.23
Psal_011621,507,24.46,24.46,22.88,28.21
Psal_011622,551,25.23,22.87,24.68,27.22
Psal_011623,524,25.76,25.57,21.95,26.72
Psal_011624,531,22.41,22.79,25.42,29.38
Psal_011625,98,22.45,22.45,25.51,29.59
Psal_011626,557,26.03,25.13,22.26,26.57
Psal_011627,72,23.61,30.56,16.67,29.17
Psal_011628,341,19.94,33.14,21.7,25.22
Psal_011629,599,19.03,23.04,29.88,28.05
Psal_011630,93,27.96,16.13,25.81,30.11
Psal_011631,499,22.44,27.25,18.44,31.86
Psal_011632,156,8.97,23.72,16.03,51.28
Psal_011633,283,19.43,28.62,19.43,32.51
Psal_011634,122,27.05,24.59,27.87,20.49
Psal_011635,88,28.41,18.18,27.27,26.14
Psal_011636,183,21.31,21.31,31.69,25.68
Psal_011637,254,25.59,18.5,18.5,37.4
Psal_011638,354,22.6,24.01,22.6,30.79
Psal_011639,414,21.26,27.29,21.26,30.19
Psal_011640,366,18.85,21.58,22.68,36.89
Psal_011641,326,20.25,27.61,27.3,24.85
Psal_011642,80,16.25,27.5,11.25,45.0
Psal_011643,125,21.6,25.6,26.4,26.4
Psal_011644,241,28.63,19.09,23.65,28.63
Psal_011645,87,19.54,16.09,20.69,43.68
Psal_011646,110,22.73,27.27,28.18,21.82
Psal_011647,648,22.69,30.86,19.91,26.54
Psal_011648,363,20.39,28.37,21.76,29.48
Psal_011649,515,26.02,27.38,19.81,26.8
Psal_011650,178,26.97,21.35,25.84,25.84
Psal_011651,241,20.75,31.12,22.82,25.31
Psal_011652,186,17.2,24.73,23.66,34.41
Psal_011653,484,22.52,27.48,26.65,23.35
Psal_011654,170,24.71,27.65,26.47,21.18
Psal_011655,125,16.8,23.2,16.0,44.0
Psal_011656,130,30.0,22.31,23.08,24.62
Psal_011657,230,19.57,26.52,23.91,30.0
Psal_011658,297,19.19,30.64,24.24,25.93
Psal_011659,129,9.3,23.26,17.83,49.61
Psal_011660,139,18.71,25.9,29.5,25.9
Psal_011661,186,18.28,20.97,26.34,34.41
Psal_011662,285,19.65,31.93,21.4,27.02
Psal_011663,127,18.11,29.92,21.26,30.71
Psal_011664,478,15.69,34.1,17.15,33.05
Psal_011665,278,28.06,26.26,15.83,29.86
Psal_011666,201,21.39,22.39,23.88,32.34
Psal_011667,103,24.27,21.36,22.33,32.04
Psal_011668,299,20.07,20.4,25.08,34.45
Psal_011669,361,21.33,24.93,24.65,29.09
Psal_011670,501,21.76,24.95,28.74,24.55
Psal_011671,302,24.17,25.17,23.84,26.82
Psal_011672,213,22.54,25.35,28.64,23.47
Psal_011673,97,18.56,25.77,17.53,38.14
Psal_011674,243,23.05,32.51,16.05,28.4
Psal_011675,75,24.0,30.67,16.0,29.33
Psal_011676,301,16.28,26.91,25.58,31.23
Psal_011677,76,14.47,34.21,15.79,35.53
Psal_011678,334,17.96,31.74,25.15,25.15
Psal_011679,573,21.29,31.06,18.5,29.14
Psal_011680,152,29.61,24.34,23.03,23.03
Psal_011681,149,25.5,24.83,19.46,30.2
Psal_011682,195,21.03,28.72,21.03,29.23
Psal_011683,53,16.98,22.64,24.53,35.85
Psal_011684,330,24.24,25.76,22.73,27.27
Psal_011685,592,20.44,26.86,25.84,26.86
Psal_011686,762,19.29,26.77,24.93,29.0
Psal_011687,300,20.0,32.33,23.33,24.33
Psal_011688,69,24.64,37.68,14.49,23.19
Psal_011689,110,12.73,26.36,30.0,30.91
Psal_011690,248,24.19,14.92,20.16,40.73
Psal_011691,138,10.14,27.54,31.88,30.43
Psal_011692,35,25.71,31.43,11.43,31.43
Psal_011693,173,29.48,23.7,24.86,21.97
Psal_011694,254,21.26,23.62,28.74,26.38
Psal_011695,607,17.96,29.16,26.85,26.03
Psal_011696,163,24.54,25.77,23.31,26.38
Psal_011697,332,19.88,25.0,24.1,31.02
Psal_011698,177,22.03,18.08,26.55,33.33
Psal_011699,166,15.66,25.3,28.92,30.12
Psal_011700,265,14.72,23.02,26.42,35.85
Psal_011701,445,22.25,27.19,25.39,25.17
Psal_011702,179,21.23,26.82,20.11,31.84
Psal_011703,349,21.2,25.79,23.78,29.23
Psal_011704,239,11.3,24.69,14.23,49.79
Psal_011705,363,14.88,32.23,12.12,40.77
Psal_011706,223,24.66,24.22,22.87,28.25
Psal_011707,344,21.8,27.91,18.02,32.27
Psal_011708,130,20.0,34.62,18.46,26.92
Psal_011709,140,19.29,31.43,17.14,32.14
Psal_011710,214,27.57,23.83,27.1,21.5
Psal_011711,222,18.02,21.62,26.58,33.78
Psal_011712,283,13.78,30.74,16.25,39.22
Psal_011713,246,19.11,27.64,23.58,29.67
Psal_011714,290,22.76,21.03,23.1,33.1
Psal_011715,311,20.26,24.44,25.4,29.9
Psal_011716,284,21.83,23.24,22.89,32.04
Psal_011717,280,18.21,27.86,22.86,31.07
Psal_011718,88,26.14,28.41,14.77,30.68
Psal_011719,145,24.14,18.62,25.52,31.72
Psal_011720,305,21.64,23.28,23.28,31.8
Psal_011721,454,23.57,26.87,25.11,24.45
Psal_011722,235,22.13,28.09,22.13,27.66
Psal_011723,263,20.53,26.24,26.24,27.0
Psal_011724,384,21.88,28.65,17.97,31.51
Psal_011725,178,24.72,25.84,15.73,33.71
Psal_011726,158,23.42,31.01,18.35,27.22
Psal_011727,647,25.35,25.97,18.39,30.29
Psal_011728,478,24.27,24.69,25.94,25.1
Psal_011729,102,25.49,25.49,28.43,20.59
Psal_011730,254,26.77,23.62,21.65,27.95
Psal_011731,539,14.84,33.4,16.7,35.06
Psal_011732,290,21.38,25.86,22.41,30.34
Psal_011733,470,17.87,24.26,30.85,27.02
Psal_011734,292,20.89,23.29,22.26,33.56
Psal_011735,307,19.22,25.08,23.78,31.92
Psal_011736,300,20.0,23.67,26.0,30.33
Psal_011737,138,19.57,28.26,10.87,41.3
Psal_011738,237,27.85,22.36,23.63,26.16
Psal_011739,309,22.65,25.24,21.68,30.42
Psal_011740,253,21.34,26.09,21.34,31.23
Psal_011741,333,18.62,25.23,19.22,36.94
Psal_011742,212,28.3,30.19,12.26,29.25
Psal_011743,407,22.6,23.59,26.78,27.03
Psal_011744,330,22.73,29.7,17.27,30.3
Psal_011745,328,19.82,28.66,19.21,32.32
Psal_011746,221,19.91,20.81,27.6,31.67
Psal_011747,551,20.87,23.41,30.31,25.41
Psal_011748,555,20.18,27.57,19.82,32.43
Psal_011749,307,14.33,24.43,28.34,32.9
Psal_011750,372,30.91,19.89,24.19,25.0
Psal_011751,255,21.57,28.24,23.92,26.27
Psal_011752,189,19.05,26.46,28.57,25.93
Psal_011753,122,17.21,22.13,15.57,45.08
Psal_011754,188,19.15,26.6,28.19,26.06
Psal_011755,144,15.97,29.86,27.08,27.08
Psal_011756,142,15.49,28.17,28.87,27.46
Psal_011757,243,19.75,24.69,28.4,27.16
Psal_011758,73,21.92,28.77,17.81,31.51
Psal_011759,249,18.88,28.51,22.49,30.12
Psal_011760,275,19.27,27.27,21.45,32.0
Psal_011761,269,17.1,29.74,22.3,30.86
Psal_011762,264,17.8,25.76,21.21,35.23
Psal_011763,47,14.89,23.4,25.53,36.17
Psal_011764,201,23.38,25.87,23.88,26.87
Psal_011765,338,21.3,26.33,26.33,26.04
Psal_011766,266,19.17,34.21,17.29,29.32
Psal_011767,499,23.25,27.86,20.24,28.66
Psal_011768,337,22.26,26.11,25.82,25.82
Psal_011770,269,17.47,26.39,25.65,30.48
Psal_011771,508,17.91,29.13,24.21,28.74
Psal_011772,326,25.46,26.99,22.39,25.15
Psal_011773,190,15.79,32.11,20.53,31.58
Psal_011774,209,22.49,26.32,22.01,29.19
Psal_011775,399,16.04,29.57,19.55,34.84
Psal_011776,64,21.88,29.69,25.0,23.44
Psal_011777,794,23.8,27.83,22.67,25.69
Psal_011778,206,20.87,23.79,21.84,33.5
Psal_011779,337,24.33,27.3,21.66,26.71
Psal_011780,301,17.61,25.91,22.26,34.22
Psal_011781,316,20.25,25.63,23.42,30.7
Psal_011782,127,23.62,21.26,23.62,31.5
Psal_011783,339,17.11,23.3,23.89,35.69
Psal_011784,335,18.21,31.64,23.28,26.87
Psal_011785,222,12.61,26.58,22.52,38.29
Psal_011786,244,14.75,24.18,26.23,34.84
Psal_011787,308,24.68,22.73,25.97,26.62
Psal_011788,291,18.21,29.55,22.34,29.9
Psal_011789,312,20.19,27.24,18.59,33.97
Psal_011790,255,20.78,25.49,27.06,26.67
Psal_011791,262,22.52,29.77,22.52,25.19
Psal_011792,70,21.43,15.71,21.43,41.43
Psal_011793,397,20.4,21.91,29.72,27.96
Psal_011795,293,17.75,27.65,25.6,29.01
Psal_011796,252,20.24,22.22,30.95,26.59
Psal_011797,288,21.88,18.75,29.86,29.51
Psal_011798,192,25.0,22.4,27.08,25.52
Psal_011799,342,18.71,25.73,23.98,31.58
Psal_011800,449,18.26,30.73,23.61,27.39
Psal_011801,103,29.13,24.27,25.24,21.36
Psal_011802,311,24.76,27.33,22.19,25.72
Psal_011803,97,17.53,25.77,17.53,39.18
Psal_011804,39,17.95,28.21,30.77,23.08
Psal_011805,106,18.87,16.98,25.47,38.68
Psal_011806,170,22.94,23.53,25.29,28.24
Psal_011807,227,18.94,33.48,21.59,25.99
Psal_011808,248,19.76,33.47,18.15,28.63
Psal_011809,365,21.92,27.4,24.66,26.03
Psal_011810,99,30.3,19.19,23.23,27.27
Psal_011811,171,24.56,23.39,25.73,26.32
Psal_011812,305,22.62,25.9,20.66,30.82
Psal_011813,130,23.08,23.85,20.77,32.31
Psal_011814,279,18.28,25.09,23.3,33.33
Psal_011815,298,22.15,20.81,33.22,23.83
Psal_011816,265,15.47,21.89,24.91,37.74
Psal_011818,507,14.6,32.94,20.91,31.56
Psal_011819,106,20.75,35.85,14.15,29.25
Psal_011820,548,21.35,29.56,25.73,23.36
Psal_011821,66,15.15,34.85,19.7,30.3
Psal_011822,159,23.27,19.5,27.04,30.19
Psal_011824,227,18.5,31.72,17.18,32.6
Psal_011825,61,26.23,27.87,19.67,26.23
Psal_011826,268,23.13,26.49,21.27,29.1
Psal_011827,91,30.77,32.97,21.98,14.29
Psal_011828,236,9.32,38.14,8.47,44.07
Psal_011829,170,22.35,30.0,18.82,28.82
Psal_011830,65,16.92,33.85,23.08,26.15
Psal_011831,99,24.24,21.21,22.22,32.32
Psal_011832,58,13.79,25.86,25.86,34.48
Psal_011833,41,12.2,31.71,4.88,51.22
Psal_011834,293,21.84,25.26,23.89,29.01
Psal_011835,144,22.22,25.69,25.0,27.08
Psal_011836,114,21.05,22.81,28.07,28.07
Psal_011837,381,23.36,29.92,19.42,27.3
Psal_011838,280,32.14,23.21,21.07,23.57
Psal_011839,271,22.51,26.94,25.46,25.09
Psal_011840,53,15.09,20.75,7.55,56.6
Psal_011841,472,12.29,29.45,17.58,40.68
Psal_011842,240,17.5,30.42,20.0,32.08
Psal_011843,103,8.74,33.01,20.39,37.86
Psal_011844,239,21.76,28.87,22.59,26.78
Psal_011845,90,7.78,34.44,15.56,42.22
Psal_011846,104,15.38,25.0,27.88,31.73
Psal_011847,469,13.65,26.44,21.54,38.38
Psal_011848,134,30.6,24.63,16.42,28.36
Psal_011849,161,21.74,28.57,17.39,32.3
Psal_011850,29,13.79,31.03,27.59,27.59
Psal_011851,310,21.94,24.84,22.26,30.97
Psal_011852,80,28.75,25.0,22.5,23.75
Psal_011853,223,17.49,23.77,28.7,30.04
Psal_011854,330,21.21,30.3,18.79,29.7
Psal_011855,232,21.12,28.02,17.24,33.62
Psal_011856,226,15.49,33.19,25.22,26.11
Psal_011857,87,24.14,27.59,20.69,27.59
Psal_011858,103,14.56,13.59,31.07,40.78
Psal_011859,184,23.37,23.37,25.0,28.26
Psal_011860,164,22.56,28.05,25.61,23.78
Psal_011861,205,23.41,30.24,20.98,25.37
Psal_011862,66,27.27,33.33,18.18,21.21
Psal_011863,82,15.85,29.27,24.39,30.49
Psal_011864,298,20.13,23.15,24.16,32.55
Psal_011865,180,20.0,18.89,31.11,30.0
Psal_011866,266,20.3,22.93,25.56,31.2
Psal_011867,202,24.26,22.77,25.25,27.72
Psal_011868,122,18.85,31.97,18.03,31.15
Psal_011869,289,20.76,26.99,22.49,29.76
Psal_011870,154,24.03,26.62,18.18,31.17
Psal_011871,218,19.72,22.48,17.43,40.37
Psal_011872,73,9.59,28.77,17.81,43.84
Psal_011873,81,17.28,28.4,29.63,24.69
Psal_011874,321,21.18,29.91,19.94,28.97
Psal_011875,148,20.27,22.3,22.3,35.14
Psal_011876,193,14.51,26.42,14.51,44.56
Psal_011877,178,12.92,26.4,26.4,34.27
Psal_011878,121,13.22,31.4,23.14,32.23
Psal_011879,113,17.7,27.43,23.89,30.97
Psal_011880,127,25.2,25.98,19.69,29.13
Psal_011881,291,20.27,28.52,24.74,26.46
Psal_011882,87,12.64,20.69,25.29,41.38
Psal_011883,566,19.61,24.91,26.86,28.62
Psal_011884,328,21.04,30.49,21.34,27.13
Psal_011885,59,22.03,22.03,32.2,23.73
Psal_011886,368,20.38,27.99,24.73,26.9
Psal_011888,38,21.05,28.95,15.79,34.21
Psal_011889,105,20.0,19.05,31.43,29.52
Psal_011890,45,17.78,31.11,15.56,35.56
Psal_011891,1493,19.76,28.53,24.72,26.99
Psal_011892,91,30.77,21.98,16.48,30.77
Psal_011893,176,25.0,21.02,21.02,32.95
Psal_011894,51,21.57,25.49,27.45,25.49
Psal_011895,56,26.79,21.43,33.93,17.86
Psal_011896,191,17.28,18.32,24.08,40.31
Psal_011897,349,23.5,26.93,21.49,28.08
Psal_011898,237,21.52,25.32,17.3,35.86
Psal_011899,230,16.09,30.0,25.65,28.26
Psal_011900,320,20.94,23.44,21.88,33.75
Psal_011901,72,13.89,31.94,29.17,25.0
Psal_011902,155,20.0,27.1,20.0,32.9
Psal_011903,56,17.86,26.79,19.64,35.71
Psal_011904,271,20.66,23.99,25.46,29.89
Psal_011905,352,18.47,29.83,26.99,24.72
Psal_011906,204,27.45,25.98,21.57,25.0
Psal_011907,254,27.56,23.62,22.44,26.38
Psal_011908,96,20.83,31.25,22.92,25.0
Psal_011909,150,18.0,31.33,20.67,30.0
Psal_011910,139,19.42,28.06,26.62,25.9
Psal_011911,217,28.11,22.12,30.41,19.35
Psal_011912,197,25.38,26.9,20.81,26.9
Psal_011913,53,30.19,26.42,18.87,24.53
Psal_011914,267,20.22,27.72,24.34,27.72
Psal_011915,294,22.79,25.85,24.15,27.21
Psal_011916,150,22.67,28.0,23.33,26.0
Psal_011917,51,27.45,19.61,17.65,35.29
Psal_011918,187,26.2,26.2,24.6,22.99
Psal_011919,308,19.16,26.3,19.81,34.74
Psal_011920,688,19.77,27.33,26.74,26.16
Psal_011921,305,17.05,27.87,20.66,34.43
Psal_011922,54,16.67,27.78,35.19,20.37
Psal_011923,337,21.96,27.0,25.22,25.82
Psal_011924,291,26.46,18.21,28.18,27.15
Psal_011925,95,18.95,34.74,17.89,28.42
Psal_011926,247,17.41,27.94,19.84,34.82
Psal_011927,36,25.0,25.0,27.78,22.22
Psal_011928,155,16.13,23.87,25.16,34.84
Psal_011929,164,18.29,25.0,28.05,28.66
Psal_011931,153,24.84,27.45,17.65,30.07
Psal_011932,185,24.32,25.95,27.57,22.16
Psal_011933,193,9.33,29.53,16.06,45.08
Psal_011934,153,19.61,25.49,21.57,33.33
Psal_011935,107,25.23,26.17,21.5,27.1
Psal_011936,172,12.79,27.91,26.16,33.14
Psal_011937,45,24.44,28.89,26.67,20.0
Psal_011938,60,28.33,13.33,28.33,30.0
Psal_011939,43,18.6,27.91,23.26,30.23
Psal_011940,187,14.44,32.09,14.97,38.5
Psal_011941,204,12.25,30.88,16.18,40.69
Psal_011942,158,14.56,30.38,25.95,29.11
Psal_011943,103,8.74,43.69,10.68,36.89
Psal_011944,382,16.23,33.77,19.63,30.37
Psal_011945,572,18.18,30.59,21.15,30.07
Psal_011947,66,19.7,22.73,33.33,24.24
Psal_011948,127,14.17,19.69,35.43,30.71
Psal_011949,373,21.45,26.54,24.4,27.61
Psal_011950,117,31.62,21.37,27.35,19.66
Psal_011951,74,24.32,27.03,16.22,32.43
Psal_011952,106,11.32,24.53,20.75,43.4
Psal_011953,139,20.14,29.5,24.46,25.9
Psal_011954,67,31.34,13.43,20.9,34.33
Psal_011955,92,29.35,21.74,20.65,28.26
Psal_011956,126,21.43,23.02,23.02,32.54
Psal_011957,476,19.75,21.43,31.51,27.31
Psal_011958,122,18.03,25.41,29.51,27.05
Psal_011959,186,20.43,22.04,26.88,30.65
Psal_011960,389,19.54,26.99,21.08,32.39
Psal_011961,99,23.23,28.28,25.25,23.23
Psal_011962,241,16.18,32.37,15.77,35.68
Psal_011963,371,24.8,26.42,22.64,26.15
Psal_011964,237,16.88,27.0,33.76,22.36
Psal_011965,325,33.23,21.23,15.38,30.15
Psal_011966,214,20.56,21.5,15.89,42.06
Psal_011967,184,14.67,30.43,26.09,28.8
Psal_011968,326,26.99,18.1,29.75,25.15
Psal_011969,299,17.73,23.08,24.41,34.78
Psal_011970,612,19.77,22.88,33.82,23.53
Psal_011972,323,22.91,30.65,18.58,27.86
Psal_011973,84,20.24,35.71,21.43,22.62
Psal_011974,195,13.33,11.28,45.64,29.74
Psal_011975,315,19.68,24.13,26.98,29.21
Psal_011976,372,15.05,15.86,34.68,34.41
Psal_011977,182,21.43,24.18,23.08,31.32
Psal_011978,139,17.99,22.3,33.09,26.62
Psal_011979,321,18.69,22.74,27.73,30.84
Psal_011980,1216,16.2,29.03,40.71,14.06
Psal_011981,236,14.41,27.12,27.54,30.93
Psal_011982,52,28.85,23.08,25.0,23.08
Psal_011983,338,19.23,21.6,27.81,31.36
Psal_011984,187,24.06,18.18,23.53,34.22
Psal_011985,241,28.63,19.09,18.67,33.61
Psal_011986,45,17.78,15.56,22.22,44.44
Psal_011987,71,25.35,29.58,29.58,15.49
Psal_011988,97,30.93,30.93,9.28,28.87
Psal_011989,755,19.21,32.85,21.85,26.09
Psal_011990,58,39.66,17.24,17.24,25.86
Psal_011991,45,44.44,26.67,15.56,13.33
Psal_011992,86,29.07,23.26,30.23,17.44
Psal_011993,866,31.29,28.75,17.55,22.4
Psal_011994,347,16.14,29.39,25.07,29.39
Psal_011995,96,25.0,12.5,17.71,44.79
Psal_011996,67,22.39,25.37,16.42,35.82
Psal_011997,1145,19.74,27.86,28.47,23.93
Psal_011998,198,17.17,25.76,24.75,32.32
Psal_011999,126,22.22,17.46,22.22,38.1
Psal_012000,84,26.19,27.38,21.43,25.0
Psal_012001,314,20.7,23.57,24.84,30.89
Psal_012002,194,22.68,20.62,29.38,27.32
Psal_012003,686,21.28,26.97,18.22,33.53
Psal_012004,290,18.28,23.45,22.41,35.86
Psal_012005,113,15.04,25.66,20.35,38.94
Psal_012006,196,15.82,29.08,14.29,40.82
Psal_012007,285,18.25,28.07,31.23,22.46
Psal_012008,274,22.63,20.8,30.29,26.28
Psal_012009,215,7.91,22.79,46.51,22.79
Psal_012010,202,12.87,31.19,24.26,31.68
Psal_012011,145,28.97,35.86,15.17,20.0
Psal_012012,156,30.13,24.36,19.87,25.64
Psal_012013,1052,23.19,30.7,25.86,20.25
Psal_012014,119,22.69,20.17,26.05,31.09
Psal_012015,230,20.87,22.61,31.3,25.22
Psal_012016,144,25.69,26.39,30.56,17.36
Psal_012018,54,18.52,29.63,18.52,33.33
Psal_012019,189,27.51,20.63,22.22,29.63
Psal_012020,447,21.7,23.04,38.26,17.0
Psal_012021,521,21.5,15.16,34.17,29.17
Psal_012022,395,18.48,28.35,39.49,13.67
Psal_012023,535,24.49,21.31,22.06,32.15
Psal_012024,139,20.14,22.3,20.14,37.41
Psal_012025,323,16.72,29.1,30.34,23.84
Psal_012026,245,18.37,23.67,26.94,31.02
Psal_012027,141,26.24,26.95,19.15,27.66
Psal_012028,236,25.0,28.81,19.07,27.12
Psal_012029,520,17.5,26.73,24.81,30.96
Psal_012030,208,17.31,31.25,22.12,29.33
Psal_012031,146,27.4,28.08,12.33,32.19
Psal_012032,129,20.16,18.6,22.48,38.76
Psal_012033,110,15.45,33.64,20.0,30.91
Psal_012034,49,20.41,28.57,26.53,24.49
Psal_012035,243,23.46,30.86,25.1,20.58
Psal_012036,122,16.39,26.23,27.87,29.51
Psal_012037,275,17.82,20.0,31.64,30.55
Psal_012038,238,13.45,17.65,34.45,34.45
Psal_012039,50,18.0,28.0,14.0,40.0
Psal_012040,282,14.89,20.21,34.04,30.85
Psal_012041,288,17.71,27.43,29.86,25.0
Psal_012042,291,18.9,20.96,23.37,36.77
Psal_012043,146,27.4,19.86,24.66,28.08
Psal_012044,112,26.79,24.11,16.96,32.14
Psal_012045,41,31.71,21.95,9.76,36.59
Psal_012046,129,23.26,24.03,23.26,29.46
Psal_012047,154,18.83,21.43,33.77,25.97
Psal_012048,288,24.31,23.61,21.18,30.9
Psal_012049,41,34.15,9.76,21.95,34.15
Psal_012050,80,32.5,27.5,18.75,21.25
Psal_012051,146,17.81,38.36,11.64,32.19
Psal_012052,148,7.43,39.86,7.43,45.27
Psal_012053,54,14.81,31.48,25.93,27.78
Psal_012054,206,16.02,29.13,24.76,30.1
Psal_012055,77,12.99,31.17,28.57,27.27
Psal_012056,344,11.92,36.92,25.58,25.58
Psal_012057,90,21.11,25.56,20.0,33.33
Psal_012058,295,22.37,26.1,20.34,31.19
Psal_012059,101,17.82,32.67,15.84,33.66
Psal_012060,113,24.78,21.24,24.78,29.2
Psal_012061,306,16.99,23.86,21.57,37.58
Psal_012062,310,30.32,28.06,18.39,23.23
Psal_012063,252,22.62,31.35,25.4,20.63
Psal_012064,281,17.79,25.62,23.84,32.74
Psal_012065,348,22.41,26.15,20.69,30.75
Psal_012066,296,27.03,23.65,18.92,30.41
Psal_012067,209,29.67,22.49,24.88,22.97
Psal_012068,910,23.85,24.4,26.37,25.38
Psal_012069,186,23.66,22.58,26.88,26.88
Psal_012070,319,20.69,24.45,21.0,33.86
Psal_012071,157,22.93,21.02,27.39,28.66
Psal_012072,123,27.64,23.58,27.64,21.14
Psal_012073,84,28.57,19.05,27.38,25.0
Psal_012075,90,14.44,26.67,27.78,31.11
Psal_012076,477,16.77,27.46,17.61,38.16
Psal_012077,338,15.38,29.88,23.37,31.36
Psal_012078,223,23.32,30.49,17.94,28.25
Psal_012079,291,19.93,22.68,25.09,32.3
Psal_012080,313,23.0,22.68,18.85,35.46
Psal_012081,177,26.55,26.55,25.99,20.9
Psal_012082,155,16.77,20.65,25.81,36.77
Psal_012083,88,22.73,19.32,25.0,32.95
Psal_012084,98,19.39,16.33,35.71,28.57
Psal_012085,666,18.32,31.08,17.57,33.03
Psal_012086,688,18.31,24.85,25.44,31.4
Psal_012087,155,22.58,25.16,23.87,28.39
Psal_012088,225,21.78,24.0,21.78,32.44
Psal_012090,212,18.87,32.08,20.28,28.77
Psal_012091,175,18.29,28.57,17.71,35.43
Psal_012092,139,19.42,21.58,25.18,33.81
Psal_012093,338,21.89,26.33,22.19,29.59
Psal_012094,217,19.35,27.65,20.74,32.26
Psal_012095,617,21.07,25.45,25.93,27.55
Psal_012097,953,19.83,27.49,21.2,31.48
Psal_012098,130,24.62,27.69,32.31,15.38
Psal_012099,542,19.74,28.97,23.43,27.86
Psal_012100,206,19.9,27.18,25.24,27.67
Psal_012101,191,23.56,22.51,29.84,24.08
Psal_012102,241,19.5,31.95,17.84,30.71
Psal_012103,306,14.71,21.9,19.93,43.46
Psal_012104,178,23.03,30.34,17.98,28.65
Psal_012105,959,19.19,27.01,22.84,30.97
Psal_012106,566,17.14,35.69,21.55,25.62
Psal_012107,146,17.12,26.03,21.92,34.93
Psal_012108,537,19.55,28.12,23.46,28.86
Psal_012109,143,13.99,23.08,25.17,37.76
Psal_012110,424,18.87,27.59,24.76,28.77
Psal_012111,174,27.01,24.14,21.84,27.01
Psal_012112,192,21.35,25.52,23.44,29.69
Psal_012114,163,13.5,34.36,12.27,39.88
Psal_012115,92,18.48,22.83,23.91,34.78
Psal_012116,194,15.98,31.96,21.13,30.93
Psal_012117,284,25.7,25.7,20.42,28.17
Psal_012118,119,10.92,21.85,19.33,47.9
Psal_012119,130,19.23,26.92,23.85,30.0
Psal_012120,72,16.67,22.22,15.28,45.83
Psal_012121,576,20.83,25.17,22.4,31.6
Psal_012122,262,25.19,28.63,14.5,31.68
Psal_012123,461,24.3,30.8,16.7,28.2
Psal_012124,109,27.52,27.52,14.68,30.28
Psal_012125,546,23.81,27.47,22.16,26.56
Psal_012126,198,26.77,18.18,27.27,27.78
Psal_012127,212,15.57,23.58,33.96,26.89
Psal_012128,165,23.64,27.27,30.91,18.18
Psal_012129,245,32.24,20.41,25.71,21.63
Psal_012130,148,22.97,24.32,27.7,25.0
Psal_012131,162,16.05,30.86,21.6,31.48
Psal_012132,129,20.16,19.38,29.46,31.01
Psal_012133,31,16.13,12.9,25.81,45.16
